course_id,course_item_id,taiwan_user_id,course_item_grade_ts,course_item_passing_state_id,course_item_grade_overall,course_item_grade_verified,course_item_grade_pending
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",cad8fadb7c31de39c72a4a4de9dc91ac4a5d8af8,2015-12-04 00:21:45.329,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7c46e7c78900c3af2ec05fa631bd8e2d654cdc7b,2015-08-27 15:23:03.297,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",237a39268988c6aa5fccae2622f2dabcc99e998c,2015-07-07 05:17:04.398,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",1f56aff21b712341ed7a3cdd4918d7f577057a1f,2015-12-04 03:31:57.233,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",c47a48323da7c8c1db428c2c769ddbc57d03aeaa,2015-07-31 03:49:31.219,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7efa86a59ec26ec845b6b25018689c29dd6a2c30,2015-09-10 03:21:51.059,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7f65a71d5abeeca648e23f05d9a4b55006c085ba,2015-09-06 15:50:52.732,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",25cf4e54d50724231717bd8f753ec01565acaeb7,2015-11-18 03:34:19.522,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",19df7e3e4c44955abd385a493c4ebe40435d26a2,2015-12-30 16:37:32.443,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",cd54712813ea7066759d3c26a6e1da28132dbb14,2015-09-02 05:45:43.195,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f9638ea363df3f7eb784afe3fc256c1737911b0e,2015-09-30 01:52:11.629,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",82d4b71394990f4dd82891fe25620e34ed2ff5de,2015-08-16 21:20:52.166,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",bd3c5c91526d120328160e8da8a87dc079f1bfc6,2016-04-04 09:26:36.894,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f769a5166fc80a2f72b8e77246a3fb497348893b,2015-08-25 06:23:17.277,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",221392a6a303e999172b9987a9b2dddeed43ca55,2015-09-15 15:28:33.463,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",87a1dbcde4f60324d9dbd1ed25b0db98fe539989,2015-07-17 12:48:23.286,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",4376eac67ea74fc5c3a4faaa2dd21c85aed0d5f1,2015-08-01 13:00:22.974,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",aa4a418c25a55ed4a6b49e5ad281b47863f3eff3,2015-07-17 12:06:49.08,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",a0a4d97c1b5c3e82e937eae6ced0d816df0a44f2,2016-04-10 07:08:46.861,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",aa8833d973438cc5d23b650607bf6bd310c84afb,2016-03-19 13:13:26.378,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",68465eb37356bbe034d44c2acad91e191649e3cd,2016-02-20 04:09:41.561,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7b66373b4cf31cefb3c7cb375a53bdcec2f181b8,2016-01-18 11:38:27.109,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7276899476804f26827bb04f744c7755a723c62b,2015-10-29 18:24:50.353,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",4c54b562eb7e0b5ed66f034f590a29c4946eb8a7,2015-08-19 20:51:09.806,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",1cc99b9dc7537333d687faf50b647214d0a7130a,2016-03-18 08:45:22.267,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2015-10-14 01:20:08.682,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",81670607e06cbfc054f0430dd6ca148c0d52b1b7,2015-12-08 14:33:41.675,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",6e3976bedf210133840dee137970a1de110e2a04,2015-09-23 23:51:16.939,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",12cd14ea2a848012e9c59f1ff109e53a84a11bff,2015-09-30 02:15:00.595,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",1f5822f7f72c18c57ba32b3f3642508693837a29,2015-06-24 11:47:32.568,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",8f2953a5614f1cdb2bf8c0889383db21ab143add,2015-09-15 05:52:59.826,2,0.962963,0.962963,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",fd0c82542136148dd913aeb3ab3d43b73d756d68,2015-07-12 16:16:54.476,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",ef4f10492601010380f46ab567133a8dbbf82179,2015-09-30 12:50:45.152,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",b3559e7c3a06b5c1257d0111ba23346ae81d0014,2015-10-18 12:16:49.088,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",a0be94154eb17de49a71e809ecf28826d9ebfc12,2015-07-17 05:18:07.462,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",6a5a0b116c94c36fbe78c57281edb6aba2c12569,2015-07-28 09:06:37.737,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",3011db3acdc5843aff7bf7d967cf69ff630bfa88,2015-09-29 15:21:48.08,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",6aa0369fefd4770c442deface042e692698b1ec1,2015-07-29 02:40:06.74,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",5d8bba3e545b97a6030a10f9020bf96ff4fadb74,2015-09-27 08:39:00.202,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",1c4c161d16b29cf8a733a672c02f83e9d9e389b8,2016-02-05 07:37:19.822,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",2b7ea38cbf92186516506d9daa9f69fb71e1f54a,2016-03-04 03:40:11.932,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f4bdc6a18e007fa44608d5edf326f5a4dbb365c0,2015-08-27 10:53:26.266,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",e7e88045f4b7df8f29479f8507e98c00ed02e670,2015-08-12 16:20:39.016,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",766837137e0fa786537a87af9b44c672d6614dc2,2015-11-09 02:37:28.395,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",3e7d8e10e3c0085e8cb68f59b60ee6cd0d6e17e6,2015-08-06 11:50:10.545,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",5fc6ffa45275dd27dde5780f3be28b1d2350acf3,2015-12-10 06:45:42.60,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",07817d0557dbe07af85d3e83c7c2fcf054d36a94,2015-07-21 16:18:43.164,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f81b020f440b6d86ae8fa799abc59f9f1bebda18,2015-07-07 23:04:04.636,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",8fd58f7ff7274e5693b2eeacb0e3c3afe7da8f5f,2016-04-11 23:17:01.116,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",54324819a00d79f3988e246cd5a4a96b10e7ded6,2015-06-23 03:29:32.222,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",9ac244a5479a17b77dc8372f204ec61812413017,2015-11-23 14:03:55.651,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",c97940c940267b5d215c7a6ec53313b4c66cd8e5,2015-06-18 10:03:49.869,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",6148df23d1aef56df387d41214560a707b25c827,2015-08-08 03:20:14.02,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",bd5931f8a1e357dbb16d0b463d7ae50208a835ca,2015-08-03 00:48:03.661,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",2d8c7f4c614a27e2fe888234d57de24a57ec5899,2015-12-30 14:47:54.852,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",76495b86e49775965ecb999fc19d657650983c73,2015-07-07 12:47:20.332,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",738cc8f42f95a392468db35da7bb4f373f682822,2015-07-21 16:18:43.176,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",72de447ed873b2601693eb87055a7c42b7dc4ac3,2016-03-26 08:54:33.582,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",53754897f5c58497beee164d67153a775b10c3c9,2015-08-11 18:05:50.208,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",d3703a38e54e34a86265881f46a38a2c2a9f7c71,2015-12-02 07:29:58.268,2,0.962963,0.962963,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",c3b4a29bc00da1419d07e11b283f77ad70f4aa9b,2015-09-28 23:51:10.223,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",ca51974fc967441434b25a16c1cadba851f43695,2015-11-26 13:28:02.093,2,0.962963,0.962963,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",b8570f1b053130edfa599531a1769735e79cd871,2015-07-11 06:28:51.619,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f3a3d4ec5f451f6b6d254e49be358eb9766e1506,2015-09-29 16:21:18.79,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",0163632e6842345251a85d1960d9269d8d1babe0,2015-07-26 00:18:32.911,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",74be72ce08a86587aa643fc28d2eac67e073e3ed,2015-08-05 11:23:00.131,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",4cdb01f04bba1cd8bc0d0cea90c51f5f22e1a474,2015-09-10 17:05:59.477,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",e6ef104f6c3198abc3bfbfb2f81184a74512f5e0,2015-11-10 15:56:31.062,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",34648459a8a36572a4564684d55251d78f86860b,2015-12-10 13:42:50.372,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",775ee662aa359d2aae31af836948fe82be66bb5e,2016-01-06 14:08:03.92,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",88fa26003e2aa531c24a774bfa8c67fdd59a30c9,2015-09-28 01:21:19.189,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7cf8aca9e1f0a4ec4c3662cafacd4b36c0889079,2016-02-13 17:20:26.151,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",9348c1ce7fa7ad10c5c38cf2da41914a89222a53,2015-08-01 04:03:57.677,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f6c04e7c3d63ddb983c17119220db026eb8c55c0,2015-07-11 00:05:39.169,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",6b3d90f912df717b4dcca95fb755cb45536200e5,2015-07-03 02:33:02.648,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",d2d7d7d4ea71aed6d0feb998f6390b3d38a2389c,2015-10-28 09:09:39.609,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",ec8ba9539214bfa9d178a1d493c42878f9a79349,2015-06-23 10:11:30.963,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",71575bcaa0a8773fb86d6576d806de72ed851580,2015-12-30 05:14:04.839,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",50048c797ca86772a7a326be8e5661783d2c16a1,2016-02-13 17:20:26.108,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",a43299863cc4c78854e4626411c99699446854a8,2016-01-06 02:08:28.257,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",47e689d68b5cb65c64d420e761e794a9698950d7,2015-12-02 07:29:58.163,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",8b992ab117ae5ce540e4d0defecf1d3415629798,2015-09-06 13:50:50.962,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",b1dd3569b0d7626d0246235e4f4157e67ca9635b,2016-03-30 15:29:59.922,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",aaa94db3acb2a8697de861c1f8db853c636e05fb,2015-07-31 10:43:50.697,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",b304b6d48b59d2e1425c33bbe1b97b576fe642ef,2015-07-07 12:47:19.636,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",866cef632df0547c111b4205bcce2fd7dd5ae4aa,2015-07-03 01:47:20.782,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",91d6a7c88d58c114e3f176b9a898ce4f112adfc6,2015-09-15 05:52:59.687,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",591526a763dd696068a8d91b9a0b9f2147f19731,2015-09-07 15:21:06.336,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",94579f20b41cd88b6a61db25c3af58b48adb8183,2016-02-05 07:37:19.878,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",c7d13d6685c3dde4ba30394f4e2ce1605c5ba5a2,2015-10-25 13:49:11.624,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",8c101f305c2f370a6b0d2e2b97f4ec61643b82fa,2015-10-22 04:31:55.361,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",95c7381d4ed11426678974b0ac3a685e8cca5388,2015-07-28 08:20:38.23,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",efc08b42e4b6eefb2d5046855af7870c38371f1d,2015-09-03 09:23:57.276,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",4f8129f39dcb2b0228aac9bb5b99a9628b445734,2015-10-11 11:40:29.911,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f78dd521e9b4a6b8433bb2a469d1b5882a59a042,2015-09-29 16:21:18.778,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7dd4d74cf702d9728a5f657d98794cfb52d89a7b,2015-07-17 15:48:16.191,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",fb674ca122b0e9735c682df6095bf82d9f9de041,2016-01-06 14:06:31.871,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",a0e0352098c3e1fd8db12958ae015e49868e3fae,2015-10-07 11:13:16.388,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",77bd3fe0b4f2bae6b564bad804f3c241ba49a1b0,2015-06-26 04:55:44.34,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",7c739bad8ee49b94686db7a2fc98fdf9fb8bb5dc,2015-07-04 04:47:13.613,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",c5493d15b6059be1aeb41c884f675c9c0df72a0c,2015-07-04 04:47:13.575,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",d6249a50b9506cffb549ff6b8153bcaafd7eb9ed,2015-09-28 23:51:10.309,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",86ce9191edbed7f93006f20e700abb5344e0e57a,2015-11-06 06:45:19.457,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",280e4b3f06b3528cf429ced6ed85e34bd0df45f2,2016-01-06 09:53:48.412,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",d401464a656647a15eefed0f2c2f85942584aeca,2015-07-16 16:18:02.978,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",26642b6bc8b8e3598c1be1b0c1ecca2baf50a969,2015-08-11 23:54:31.024,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",6e35e6b5619ee34d392c3536f81cca2067390d45,2015-07-03 01:47:20.719,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",75bc37dedc9e9c3a63587c4ddc12b4f25ea04ca4,2015-10-06 04:16:47.219,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",99dfb01c03b4e6629ab7faf3a84eb3bb59cf8166,2016-02-07 07:38:10.711,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",e35d6e6f8e990a057cdd957b78e4fd41e58b079d,2016-03-10 12:39:31.236,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",3f17c0d4f3bd58fa997cabf9c1e67f865e5fccdb,2016-01-24 23:11:32.133,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",a17d51d81c3466b6476e000c5fa9be4af5701b5d,2015-07-31 01:39:59.767,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",68894b0ddb83295e372320ae93ca511da1e27abc,2015-09-06 16:21:02.558,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",06a2892dc0c10fe44aeb46856723777545d2e10a,2015-07-19 15:48:20.805,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",bfa422b7ad7937f847fa7effb4e8813a287a1b56,2015-07-01 02:36:37.324,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",b7a11bf45c38c730db1579494f0aafb4b7dd71df,2015-08-11 13:42:50.546,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",3f1da93638d3ade482c7bc95914cfac556b3c0dd,2015-12-06 12:21:07.83,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",b749cf7f12ad900be173dafd7f8fc5de0a505aa7,2015-06-28 13:22:35.128,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",51f68d86fa0b832615b63e7cc8406ff210e53d64,2015-08-08 00:20:01.60,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",a93666121cebf0b0518188bc5e18cfaba1715b49,2015-09-28 05:21:22.487,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",32817f249cf2725e2b6e539b7bf76f0680d2d078,2015-07-13 00:47:20.639,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",438e11f2956f70ada80f74f0cb1537565dc67e3b,2015-07-10 09:56:54.844,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",effcfb082087bb49c93de6f74d61eb87e1fc3a14,2015-11-16 03:28:41.247,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",cfe2fb556bfcc73c0f37223f41c2b9851198971e,2015-06-29 06:50:10.356,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",1cc48ef374cb6bbdf2c253367fe103a12fa9d0d1,2015-11-29 14:32:03.004,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f594a6b11f198f33ed4f9d865ae930aca346f703,2015-08-29 11:50:01.407,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",d23e1e4ce1ae278482618a15ee899b0c22fcc252,2015-08-31 12:08:22.907,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",0f33af0f23f2a8aa5eef01fa400a8c1f0ec04ea2,2015-11-10 16:04:39.586,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",e67afa13f3cf037fa3080fa54ed273240d614343,2015-07-28 10:19:33.127,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",851fe0da046aaff5acab5718a08df5a7a001b074,2015-08-05 15:49:50.711,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",3c15ad97732b04d1e6a482fc9f4ceead5cde7615,2015-08-08 03:39:36.992,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",eb216da2600fab64e2781c5e9ed3905d18eb1b39,2015-07-10 16:55:27.192,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",226cde4df6aa613417f290e838f2bcf8c71cd111,2015-08-17 02:51:08.18,2,0.925926,0.925926,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",ac4716dff186f1a04715dc3c48dc8e6fb43a46af,2015-07-09 12:03:50.483,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",740d4808d2dcfd094af5670cb9d12dbafc30df43,2016-03-26 08:24:57.071,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",e1094fe31da0ffa7ac850be785cd7efa2c16a425,2015-08-27 12:22:27.161,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",72878536b629dfa417168fd50cfc770bbc7f8c51,2015-06-28 06:36:59.401,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",d677cb32c23b8e1b5955716f27231609b6007af3,2015-07-10 16:47:15.859,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",f201d8c4fef9229f42987fa806f4c372c6c5380a,2015-07-17 05:18:08.012,1,1,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",58522cbb19d12171b066aee5406f771d41cf4475,2015-10-28 07:38:19.174,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",3ee7908f130ca02efbddcc159c6ab0c1aeda9c16,2015-08-21 12:21:12.258,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",5e4d83d4b99ef718a2283a7d38a728e22acd214d,2015-07-12 10:43:26.887,2,1,1,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",17b6bb52ccc5fa981fb5fc5e82225a0a08cbc557,2015-10-18 17:46:56.67,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",96e6a2c74db3e38419cbff87f9b230c01dbbc1a2,2015-07-17 15:48:16.138,0,0,0,0
"POZJ3uOtEeSoXCIACw4Gzg","FFB6d",27b1436f0fce68e874444f9e88fc509dc97d7efe,2015-08-29 05:09:22.206,2,1,1,0
