course_id,taiwan_user_id,course_grade_ts,course_passing_state_id,course_grade_overall_passed_items,course_grade_overall,course_grade_verified_passed_items,course_grade_verified
"POZJ3uOtEeSoXCIACw4Gzg",7baebc9b7b8074f4d57c7dc98c88ebae40457c2e,2015-07-20 07:28:07.861,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",08114d833e9ac25f55a8700be68fe5df3a00646a,2015-08-10 03:20:41.89,1,8,0.951357,0,0
"POZJ3uOtEeSoXCIACw4Gzg",4c498b1ae3c9ad117158791c923e405e6a734202,2015-09-17 06:28:33.376,2,8,0.950714,8,0.950714
"POZJ3uOtEeSoXCIACw4Gzg",fd1f28ce48d900c8d3e5136ee8afece322548bf2,2015-07-02 08:17:32.341,2,8,0.960143,8,0.960143
"POZJ3uOtEeSoXCIACw4Gzg",4d79dd03b7d9211e5cb6df0c39209ca140594fde,2015-07-19 17:46:43.31,0,2,0.1575,2,0.1575
"POZJ3uOtEeSoXCIACw4Gzg",1718a1a0b091b9551603df68dc806c76d4de499e,2015-06-29 05:57:26.196,0,5,0.401143,0,0
"POZJ3uOtEeSoXCIACw4Gzg",fb4b053c7da23af4dd9983f5d4ef935555f3683a,2015-08-21 09:03:05.649,0,0,0.063,0,0
"POZJ3uOtEeSoXCIACw4Gzg",f5628d1ef8ab41acb00106c8925f66578b89c7ff,2015-07-22 11:32:05.119,0,0,0.036,0,0.036
"POZJ3uOtEeSoXCIACw4Gzg",eab7e94d384566e34d208d9bb32821fa17acc25b,2015-07-08 17:31:20.674,0,0,0.099,0,0.099
"POZJ3uOtEeSoXCIACw4Gzg",40f779745aff19210e49b7f9858993e58dd97ac8,2016-01-30 10:14:17.916,0,2,0.2295,2,0.2295
"POZJ3uOtEeSoXCIACw4Gzg",280434b21874795c1e30a686a8aa2a432d5e10fd,2015-06-23 15:38:32.537,0,3,0.288,3,0.2835
"POZJ3uOtEeSoXCIACw4Gzg",477ec108dd1c8ca2b23c8d0d7f10282f490c122e,2015-07-06 20:37:21.025,2,8,0.928643,8,0.928643
"POZJ3uOtEeSoXCIACw4Gzg",98bdae38c4d5b0743209fc9719f161696de7f4d0,2015-06-17 07:36:31.049,0,1,0.072,1,0.072
"POZJ3uOtEeSoXCIACw4Gzg",94c2d6a88f5470c720066924046926d3102c1c0f,2015-07-13 05:22:18.912,0,1,0.1215,0,0
"POZJ3uOtEeSoXCIACw4Gzg",92bcf5611c8447368b08575e33cdae17029a239b,2015-07-07 22:16:16.772,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",834070e120ee7b0be26eaa8b1d743fa04d48cb39,2015-08-29 12:50:11.096,0,4,0.386,4,0.386
"POZJ3uOtEeSoXCIACw4Gzg",c09dbe23315b0115580d0fc9052f5d4ea9fb7d08,2015-06-18 08:54:52.347,0,1,0.081,0,0
"POZJ3uOtEeSoXCIACw4Gzg",63ab92b382edac8f7f4fd7e678bfc401c4bbd939,2015-11-29 10:13:22.113,0,2,0.203357,2,0.203357
"POZJ3uOtEeSoXCIACw4Gzg",a90124518d7990ff5edefdaadfecf59c8b42e315,2015-07-02 14:32:42.686,0,2,0.162,0,0
"POZJ3uOtEeSoXCIACw4Gzg",157be816ef00326fa0a3e268eb49209c954ced9f,2015-10-16 12:17:49.45,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",6af7590a072aa401f470426b0fa5634bcc018388,2015-10-17 16:16:44.295,0,6,0.586643,0,0
"POZJ3uOtEeSoXCIACw4Gzg",3c1976f4ecdb52885a301035eaf63a7eb9eeed77,2015-09-01 21:14:24.185,2,8,0.974071,8,0.974071
"POZJ3uOtEeSoXCIACw4Gzg",21fd1572d34b5f15b07a88692da7e138e4cee778,2015-06-19 17:23:57.172,0,0,0.054,0,0
"POZJ3uOtEeSoXCIACw4Gzg",33ebeac67f9d8611e2c75e39f7ac519ae9ae4bf4,2015-06-15 22:23:02.599,0,0,0.027,0,0
"POZJ3uOtEeSoXCIACw4Gzg",fbba03f0e1820b12f70a500ee09b132d3fb8e724,2015-08-16 21:51:08.664,2,8,0.968929,8,0.968929
"POZJ3uOtEeSoXCIACw4Gzg",85d59039498c0a59e7a3227a602df0b2ffc93e33,2015-07-22 15:55:07.969,0,0,0.0945,0,0.0945
"POZJ3uOtEeSoXCIACw4Gzg",d2401116e91078bc0870419a53dbd7d3f977c16d,2015-08-17 16:24:08.833,2,8,0.912929,8,0.912929
"POZJ3uOtEeSoXCIACw4Gzg",e2dbe9197def2d4edc8012692e77f31f9426bdfe,2015-08-31 07:52:24.51,2,8,0.942143,8,0.942143
"POZJ3uOtEeSoXCIACw4Gzg",d1749371e2ba7664b7503fb17de46dc24b64544b,2015-07-21 12:47:38.293,0,1,0.0765,0,0
"POZJ3uOtEeSoXCIACw4Gzg",9b7f0e251ce6b764b7874758b4a4c9d464788783,2015-10-14 23:51:37.708,0,1,0.0765,0,0
"POZJ3uOtEeSoXCIACw4Gzg",dc3779db1a1f74f5de4b1f980886b1111634b94c,2016-03-21 11:24:09.201,0,5,0.409929,5,0.409929
"POZJ3uOtEeSoXCIACw4Gzg",8ec16ab8811a33125553b1075361db21c2947647,2015-09-20 11:49:04.911,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",f8163a90604039e3dcc69417778eb5d31ff9cda4,2015-08-15 10:01:16.744,0,2,0.687238,2,0.687238
"POZJ3uOtEeSoXCIACw4Gzg",87f594eb9144ff3ca251d6389d9d0cf6e66d6ea2,2015-06-29 01:00:47.644,0,1,0.0765,0,0
"POZJ3uOtEeSoXCIACw4Gzg",b765338460f48d3f4469be0e6673d7d3762848ef,2015-08-04 15:09:22.485,0,1,0.09,0,0
"POZJ3uOtEeSoXCIACw4Gzg",5f9b2e769e6fe4a673ceac3ea3eee7efe88b6437,2016-03-11 19:47:35.082,0,0,0.063,0,0.063
"POZJ3uOtEeSoXCIACw4Gzg",041a88b3fab8814213a4ac699f4baf9df5545640,2015-10-03 12:12:08.493,0,1,0.09,1,0.09
"POZJ3uOtEeSoXCIACw4Gzg",f2aceed46e3267138d9a33be24346da6c2ef12cd,2015-09-01 15:20:41.494,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",84f426f04aea002b318b0b9e6d635c92899d8385,2015-07-12 05:16:58.901,0,2,0.162,2,0.162
"POZJ3uOtEeSoXCIACw4Gzg",55159c270e8b021fba5cfcac43107433d2e5520b,2015-08-19 19:21:18.017,1,8,0.965262,7,0.875262
"POZJ3uOtEeSoXCIACw4Gzg",80c9fbc742a3e81cefec3a39b064813ca4c1c36f,2015-07-01 16:00:29.411,0,1,0.09,0,0
"POZJ3uOtEeSoXCIACw4Gzg",3fd35a736ba67fc799c18a148bf04eba8df78695,2015-07-05 18:08:19.836,0,2,0.171,0,0
"POZJ3uOtEeSoXCIACw4Gzg",e9571d11475563ede99782ed8d1d8dfce076cbf2,2015-09-15 09:53:45.145,1,8,0.973214,0,0
"POZJ3uOtEeSoXCIACw4Gzg",aec5639f15e80481297eded76a24ed1126dfd7f0,2015-07-16 03:00:24.73,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",0d035d78d378c4b0372980ccb1013284348df650,2015-08-15 18:33:48.692,2,8,0.959929,8,0.959929
"POZJ3uOtEeSoXCIACw4Gzg",83359e1e6888a5f48c9960defe17d3982e3dae3c,2015-10-26 09:20:33.452,0,3,0.306,1,0.144
"POZJ3uOtEeSoXCIACw4Gzg",e757152fa4ed137a5e5091e0632930aaec6b3fd9,2016-03-13 13:01:02.794,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",e1fb1e174e9de8a7eb7d1071f8a1a742c609c1e2,2015-10-21 12:01:54.219,0,1,0.1755,0,0
"POZJ3uOtEeSoXCIACw4Gzg",f1ee36dc5eb8e0c2d8b0985e39546d810421ebfd,2015-06-24 07:57:50.322,0,1,0.0728571,0,0.0642857
"POZJ3uOtEeSoXCIACw4Gzg",764c4957a817f93cb0caac95ef246b6700b4e6d8,2015-09-11 09:31:15.77,0,4,0.315,0,0
"POZJ3uOtEeSoXCIACw4Gzg",2ddaae6e1df46736bb836b295c15a61c34f92c5c,2015-11-02 22:57:56.383,0,0,0.045,0,0.045
"POZJ3uOtEeSoXCIACw4Gzg",16b3cd639c33bc211ba6b29e8aa3794632afbd22,2016-01-28 13:36:37.153,0,4,0.338143,4,0.329143
"POZJ3uOtEeSoXCIACw4Gzg",d68ff60642c9118179b677c0a5314e2547017039,2015-07-05 09:31:37.604,0,6,0.617929,1,0.09
"POZJ3uOtEeSoXCIACw4Gzg",c8d7e8b3d74c5e93acd11977fc65d650f60730f7,2015-08-03 03:28:23.199,0,0,0.0585,0,0
"POZJ3uOtEeSoXCIACw4Gzg",2f774f235a8b4ffaca15d6738b3ca22110a90ec7,2015-10-02 05:31:00.587,2,8,0.946214,8,0.946214
"POZJ3uOtEeSoXCIACw4Gzg",a61a86deda2f548a17d2c9ec395207e72f6af2e1,2015-07-13 02:21:57.804,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",2332c0f9c76119ccb6b4b230e66d8a6a07d1eec0,2015-07-24 05:52:33.157,0,1,0.072,0,0
"POZJ3uOtEeSoXCIACw4Gzg",3c1f06ab3acabb6a4481ae325952850fd619a74d,2015-06-19 16:03:20.196,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",0b4a5847aaedb650ff8a3feb90797488b5265d98,2015-06-27 09:56:25.569,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",eb924dfcd29630e12a9d6e5cda03b61073792c16,2016-04-05 08:25:44.612,0,0,0.0675,0,0.0675
"POZJ3uOtEeSoXCIACw4Gzg",4d301dd9c1201b830ea483a31657159c5f4c7a20,2015-08-09 12:49:16.585,0,1,0.0855,0,0
"POZJ3uOtEeSoXCIACw4Gzg",9e92970f178933681a96cb024f05cb69dccfba6d,2015-08-15 23:53:32.755,0,0,0.0585,0,0
"POZJ3uOtEeSoXCIACw4Gzg",12743be45795bfb4a64ce6a333de28bde8a5854f,2015-07-16 14:08:30.129,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",ef267a3d7388a017d06eec6023d72ee9be24f838,2015-10-16 14:46:42.037,2,8,0.960357,8,0.960357
"POZJ3uOtEeSoXCIACw4Gzg",5e8e764f72a10ea075a8736c08c2b255e26ac9f4,2015-10-24 09:17:23.81,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",8c2a93bd2be2b7ad6d70ca1b783189e02e8f0e56,2015-12-17 14:51:14.967,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",0bd6ab9c5f6c4e848ea5caf9010f0e5e06e5365a,2015-07-17 08:15:33.80,0,1,0.09,1,0.09
"POZJ3uOtEeSoXCIACw4Gzg",202f5b8e79f813080d0ed762d1fa0d7b5a635ece,2015-06-23 04:57:58.889,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",22ab13df5b07bfb05af2700a6e2fd1b2e1eb83f1,2015-07-28 09:21:41.627,2,8,0.968929,8,0.968929
"POZJ3uOtEeSoXCIACw4Gzg",73931681416466eab18dd2567366457a0ae980a1,2015-06-18 17:00:34.764,0,2,0.162,2,0.162
"POZJ3uOtEeSoXCIACw4Gzg",9c8753ead281a7473193ba184de544b19edf2266,2015-08-28 06:21:18.838,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",326b388f95444a6a35db4ce54bd136362c612c8f,2015-11-23 14:48:34.57,0,3,0.306,0,0
"POZJ3uOtEeSoXCIACw4Gzg",6eecca5bb9e7bb643fca5b290f7ec42c9b57231a,2015-09-26 19:28:08.567,0,1,0.0765,0,0
"POZJ3uOtEeSoXCIACw4Gzg",ff8e8a4078067d0d5ccb7fb35fb23129682d8945,2015-06-26 16:55:06.549,0,1,0.0765,0,0
"POZJ3uOtEeSoXCIACw4Gzg",a3e43215bf7a9bb87a16c9417585192513c881a1,2016-01-09 04:27:06.939,0,1,0.1395,1,0.1395
"POZJ3uOtEeSoXCIACw4Gzg",8c34305bb3a5465d4efeb411297a35fcd065b807,2015-06-24 09:47:35.886,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",47d5ab55f3d4f0f429517e987a08e4c7b2559f60,2015-09-18 02:45:23.904,0,4,0.329357,0,0
"POZJ3uOtEeSoXCIACw4Gzg",1c3d27699b8db732a99dec6802cd4ff804276e9c,2015-08-11 11:26:15.92,0,2,0.1665,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",c8631b74e94819e012f2389c1f948e2781f05bfc,2015-12-07 03:52:41.569,0,6,0.721429,6,0.721429
"POZJ3uOtEeSoXCIACw4Gzg",958edb3759be52fdb5504bdad59bd65509338aaa,2015-06-18 07:41:57.12,0,1,0.09,1,0.09
"POZJ3uOtEeSoXCIACw4Gzg",85250f7bf7efe90b0c893a662b76e5203afa4e06,2015-07-10 02:15:28.866,0,1,0.117,0,0
"POZJ3uOtEeSoXCIACw4Gzg",810427f1b5e2126184a9f843c6bbf05a9dcb1141,2015-06-22 14:14:15.667,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",d9caaec89f66d2b46b5f8a7fe0b91b2e3a926d1c,2015-08-19 00:11:40.815,0,5,0.369857,0,0
"POZJ3uOtEeSoXCIACw4Gzg",2e7e85508023520958ff209d22ae64e1af7546c3,2015-08-02 18:59:35.839,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",8adf487d77ddfe5b1c12fabf44b6b4357cee98e7,2015-12-08 12:01:03.781,0,3,0.225,1,0.072
"POZJ3uOtEeSoXCIACw4Gzg",7c46e7c78900c3af2ec05fa631bd8e2d654cdc7b,2015-08-27 15:23:03.361,0,5,0.6265,5,0.6265
"POZJ3uOtEeSoXCIACw4Gzg",41efef9b7f8aff1c584dc07d76ed17ab20da8d53,2015-11-08 04:49:08.632,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",4beba14ffc1735e784d0b81fe821970310b619fa,2015-10-09 22:26:02.932,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",237a39268988c6aa5fccae2622f2dabcc99e998c,2015-07-07 05:17:04.431,0,6,0.585429,0,0
"POZJ3uOtEeSoXCIACw4Gzg",1f56aff21b712341ed7a3cdd4918d7f577057a1f,2016-02-22 08:39:02.955,0,7,0.748429,7,0.748429
"POZJ3uOtEeSoXCIACw4Gzg",c47a48323da7c8c1db428c2c769ddbc57d03aeaa,2015-07-13 10:07:49.567,0,3,0.243,2,0.1575
"POZJ3uOtEeSoXCIACw4Gzg",7a1c836ea6e5923f14a7d8dbef1d841a857ace63,2015-06-17 11:25:21.929,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",7efa86a59ec26ec845b6b25018689c29dd6a2c30,2015-09-22 14:20:52.289,2,8,0.942357,8,0.942357
"POZJ3uOtEeSoXCIACw4Gzg",7f65a71d5abeeca648e23f05d9a4b55006c085ba,2015-09-15 05:53:01.032,0,5,0.5905,5,0.5905
"POZJ3uOtEeSoXCIACw4Gzg",25cf4e54d50724231717bd8f753ec01565acaeb7,2015-11-30 08:01:53.963,2,8,0.986714,8,0.986714
"POZJ3uOtEeSoXCIACw4Gzg",021253b50bc722748324af3eddeababd34d650cb,2015-11-19 12:22:21.987,0,1,0.081,0,0
"POZJ3uOtEeSoXCIACw4Gzg",b9ef3f2315cedbc42badaf9a49ed3fde3274feb0,2016-02-15 13:15:58.518,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",3af9b8174fe0e889ec24311600f076555e61b344,2015-09-10 14:00:53.347,0,1,0.072,0,0
"POZJ3uOtEeSoXCIACw4Gzg",4f7f8d44b1dc0ad1abe3292a0936d521771665fe,2015-12-10 09:03:56.912,0,1,0.0855,0,0
"POZJ3uOtEeSoXCIACw4Gzg",c8e1a8fcc58ecc4f338daa34232dd6d3ac73410f,2015-06-25 04:33:02.982,0,1,0.072,0,0
"POZJ3uOtEeSoXCIACw4Gzg",263585df0bfcdb2ffcaa6a6a821f3d23ee206060,2015-09-16 20:06:29.147,0,1,0.1485,1,0.1485
"POZJ3uOtEeSoXCIACw4Gzg",19df7e3e4c44955abd385a493c4ebe40435d26a2,2016-01-06 11:05:12.565,2,8,0.986929,8,0.986929
"POZJ3uOtEeSoXCIACw4Gzg",ef8642673f8242a4a56535ba801d71ff08ce8a08,2015-06-16 06:35:57.698,0,0,0.0495,0,0.0495
"POZJ3uOtEeSoXCIACw4Gzg",b80c2ae3f9df86ac3a1e770404e68be721b9d6f7,2015-08-01 09:39:29.779,0,1,0.081,0,0
"POZJ3uOtEeSoXCIACw4Gzg",cd54712813ea7066759d3c26a6e1da28132dbb14,2015-09-16 03:21:53.75,2,8,0.968714,8,0.968714
"POZJ3uOtEeSoXCIACw4Gzg",5a88d0b8dd063a297f727a2b1044efc8f8d253c2,2015-06-16 12:23:00.789,0,0,0.0585,0,0
"POZJ3uOtEeSoXCIACw4Gzg",f9638ea363df3f7eb784afe3fc256c1737911b0e,2015-11-13 01:49:21.737,2,8,0.964643,8,0.964643
"POZJ3uOtEeSoXCIACw4Gzg",82d4b71394990f4dd82891fe25620e34ed2ff5de,2016-02-16 03:08:38.874,0,6,0.685,6,0.685
"POZJ3uOtEeSoXCIACw4Gzg",d334f97c25c89746cde5496ea12959471d7014dd,2015-08-27 19:43:04.244,0,1,0.09,1,0.09
"POZJ3uOtEeSoXCIACw4Gzg",523e5249a4a986e2953f2f795fa74676936a949d,2016-02-06 13:54:47.301,0,3,0.2295,3,0.2295
"POZJ3uOtEeSoXCIACw4Gzg",bd3c5c91526d120328160e8da8a87dc079f1bfc6,2016-03-28 17:30:38.652,0,6,0.63,6,0.63
"POZJ3uOtEeSoXCIACw4Gzg",64bf56ccfcd29da2f5e9b83f25118893c23f3c73,2016-03-10 08:07:59.57,0,1,0.081,0,0
"POZJ3uOtEeSoXCIACw4Gzg",1cedfea6461e2a0c80ee641cd9475bf229ec1679,2015-07-21 05:41:53.644,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",581fe3b59edac2d7ca6a02d38bf2ea95f0b2c623,2016-04-14 02:01:31.43,0,1,0.09,1,0.09
"POZJ3uOtEeSoXCIACw4Gzg",db973484544a2ea4595411c67e574ade961aff68,2015-07-03 14:09:21.716,0,2,0.162,2,0.162
"POZJ3uOtEeSoXCIACw4Gzg",2b091ac5adb38394d2739d1e8229c33ca887edb4,2015-08-27 04:22:16.999,0,3,0.243,0,0
"POZJ3uOtEeSoXCIACw4Gzg",e7c17dacad6cc57cca521832a1d640e4b3b9e6f3,2015-09-18 02:07:57.543,0,2,0.171,2,0.171
"POZJ3uOtEeSoXCIACw4Gzg",14ac72deef188e3a5be47b9eaffe969634b3ba8c,2015-06-22 03:31:56.181,0,2,0.162,0,0
"POZJ3uOtEeSoXCIACw4Gzg",f769a5166fc80a2f72b8e77246a3fb497348893b,2015-08-25 18:22:08.423,2,8,0.906976,8,0.906976
"POZJ3uOtEeSoXCIACw4Gzg",221392a6a303e999172b9987a9b2dddeed43ca55,2015-09-12 03:20:39.27,0,5,0.622,5,0.622
"POZJ3uOtEeSoXCIACw4Gzg",58f1ddbdf0b42f6b4f153168a5038049433df2f1,2015-06-24 17:38:43.91,0,0,0.054,0,0.054
"POZJ3uOtEeSoXCIACw4Gzg",87a1dbcde4f60324d9dbd1ed25b0db98fe539989,2015-08-24 09:26:28.037,0,7,0.839905,4,0.401571
"POZJ3uOtEeSoXCIACw4Gzg",1eb01f6020c23c3fb274c81cdb170d2c761942ba,2015-08-28 19:01:39.205,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",30a1170043fdda61093482188a75ef2e1e988775,2015-07-25 14:53:44.947,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",ab3ac07a49198986839e5ffbf562914a59fcb9d8,2015-08-25 18:47:34.109,0,2,0.171,2,0.171
"POZJ3uOtEeSoXCIACw4Gzg",745afdf1197f18fa23d7f6ec518310a46b2a1f3d,2015-08-10 06:17:23.826,0,2,0.1485,2,0.1485
"POZJ3uOtEeSoXCIACw4Gzg",e5bf670752d14375b9ffd06c178de4f3e7c52496,2016-01-26 11:27:22.908,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",dc4faa0cfc414d3801d6091e494adb8e51603b1c,2015-06-17 02:50:56.827,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",3c9663a39e44437cb5116b5d1ceb25eb27273d4a,2015-06-22 10:54:39.693,0,1,0.09,0,0
"POZJ3uOtEeSoXCIACw4Gzg",e3325a446bf385a16225ee9e4eed05d29e8a110e,2015-07-23 06:22:24.097,0,1,0.081,1,0.081
"POZJ3uOtEeSoXCIACw4Gzg",94352c0e8574c8d9485d1a132d4b3e187d85c323,2015-08-01 02:01:54.675,0,1,0.072,0,0
"POZJ3uOtEeSoXCIACw4Gzg",ab19636fe535521664373dcab57283b63bf8e7a0,2015-07-01 03:05:37.515,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",c4f6b66f546b9a9c84d1b5f850a2570cfcc162db,2015-06-17 14:33:19.541,0,1,0.0855,1,0.0855
"POZJ3uOtEeSoXCIACw4Gzg",b7a9499fabdd69015f24aaf33d7dc436d20cb4ee,2015-09-30 13:05:03.228,0,1,0.081,0,0
"POZJ3uOtEeSoXCIACw4Gzg",e6241c1a9ed5462d6eacf871138646a31e95176a,2015-07-31 14:07:18.308,0,4,0.36,4,0.36
"POZJ3uOtEeSoXCIACw4Gzg",58b08cbd05da64a20e43529035c6cb119209eb1a,2015-06-26 02:43:58.458,0,2,0.1755,0,0
"POZJ3uOtEeSoXCIACw4Gzg",11f3340d944336d98f0e1189a5db7541adcb6812,2015-09-11 01:49:15.563,0,1,0.0855,0,0
"POZJ3uOtEeSoXCIACw4Gzg",4376eac67ea74fc5c3a4faaa2dd21c85aed0d5f1,2015-08-02 05:49:25.942,2,8,0.946857,8,0.946857
"POZJ3uOtEeSoXCIACw4Gzg",aa4a418c25a55ed4a6b49e5ad281b47863f3eff3,2015-08-27 03:01:33.892,2,8,0.921143,8,0.921143
"POZJ3uOtEeSoXCIACw4Gzg",264505067173db4e7aa13ff446af58365d1ab1aa,2015-06-20 10:44:33.134,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",bef393c6b389dabeb3f364b0fa93fca10550ccb6,2015-06-26 22:17:24.093,0,0,0.018,0,0.018
"POZJ3uOtEeSoXCIACw4Gzg",a0a4d97c1b5c3e82e937eae6ced0d816df0a44f2,2016-04-10 09:56:38.366,0,4,0.3195,4,0.3195
"POZJ3uOtEeSoXCIACw4Gzg",6199142c2786b2e8acf22984bd7fb7ecced1115f,2015-12-15 14:20:53.71,0,2,0.153,0,0
"POZJ3uOtEeSoXCIACw4Gzg",e5ac68a1cd8a0639ffb3baf90dddd5a6ff32ffad,2015-08-12 10:57:06.917,0,1,0.0765,1,0.0765
"POZJ3uOtEeSoXCIACw4Gzg",bd7e72858ae0603baac83f212b4cf47a036d535b,2015-06-25 10:54:13.114,0,2,0.1665,2,0.1665
"POZJ3uOtEeSoXCIACw4Gzg",aa8833d973438cc5d23b650607bf6bd310c84afb,2016-03-27 09:25:17.614,2,8,0.959929,8,0.950929
"POZJ3uOtEeSoXCIACw4Gzg",7e4057371edb8f1c29899fa57316c56737aac47f,2015-11-27 11:09:16.062,0,3,0.248143,3,0.248143
"POZJ3uOtEeSoXCIACw4Gzg",68465eb37356bbe034d44c2acad91e191649e3cd,2016-02-27 22:43:35.988,0,5,0.6085,5,0.6085
"POZJ3uOtEeSoXCIACw4Gzg",7b66373b4cf31cefb3c7cb375a53bdcec2f181b8,2016-01-22 02:18:45.53,0,5,0.423,5,0.423
"POZJ3uOtEeSoXCIACw4Gzg",5bfed89cb29dc66020f6e287b5e82747ac86210f,2015-07-05 15:07:24.935,0,1,0.0765,0,0
"POZJ3uOtEeSoXCIACw4Gzg",8e9af1d3732da6f1c72352ea865b0e4454fdf374,2015-07-07 06:27:18.503,0,0,0.054,0,0
