peer_review_id,peer_submission_id,taiwan_peer_assignments_user_id,peer_review_created_ts,peer_review_first_visible_to_submitter_ts,peer_review_marked_helpful_ts,peer_review_rated_ts,peer_review_rating
"pykGgBR5EeWYoCIAC5MBcw","t0o2wAuIEeW6KCIACxUSlA",970c4f2f298a9f0869de68d926ebc8cc62bb87cd,2015-06-16 22:47:23.275,2015-06-16 22:47:23.275,2015-06-17 21:26:06.117,2015-06-20 11:06:55.522,1
"7GLYtRfSEeWHGCIACznL2w","t0o2wAuIEeW6KCIACxUSlA",cbd49ab901f3d640c79d443f8e5b8a25ea5c95ba,2015-06-21 05:03:58.114,2015-06-21 05:03:58.114,,,
"9LfXEBQMEeWd3iIAC7VAtA","t0o2wAuIEeW6KCIACxUSlA",7700a4136d16f22beb0b039c45d882bb668b979a,2015-06-16 09:49:18.252,2015-06-16 09:49:18.252,2015-06-17 21:26:13.781,2015-06-20 11:06:58.684,1
"JUQxjBT0EeWHGCIACznL2w","t0o2wAuIEeW6KCIACxUSlA",4fbe8b07b3f629d8ed2c69a51907f51b08913250,2015-06-17 13:24:13.447,2015-06-17 13:24:13.447,2015-06-17 21:25:55.359,2015-06-20 11:06:48.459,1
"h1_loBPCEeWM2iIAC0KUpw","t0o2wAuIEeW6KCIACxUSlA",fd6874d9511eeeff54ae9d6b7426726d0cdc83a8,2015-06-16 00:56:32.047,2015-06-16 00:56:32.047,2015-06-16 09:40:27.115,2015-06-20 11:07:01.294,1
"6BLPzxT4EeWmISIAC9QOog","t0o2wAuIEeW6KCIACxUSlA",c87626e829f9368c1f3c19e4075e00ca2bc8c32a,2015-06-17 13:58:18.266,2015-06-17 13:58:18.266,2015-06-17 21:25:50.793,2015-06-20 11:06:44.513,1
"OLPEsxfbEeWmISIAC9QOog","4UKMCxfMEeWmISIAC9QOog",4985a14bcfff261b98a580846b9aa1eb94c93db7,2015-06-21 06:03:22.125,2015-06-21 06:03:22.125,,,
"REWkyRgWEeWM2iIAC0KUpw","4UKMCxfMEeWmISIAC9QOog",a9d7c457ee4436aaf8a11a0f2997fa317e938383,2015-06-21 13:06:01.843,2015-06-21 13:06:01.843,,,
"rnn_0RfSEeWA7CIAC5WDNQ","4UKMCxfMEeWmISIAC9QOog",cbd49ab901f3d640c79d443f8e5b8a25ea5c95ba,2015-06-21 05:02:14.247,2015-06-21 05:02:14.247,,,
"5K0FIxjLEeWM2iIAC0KUpw","4UKMCxfMEeWmISIAC9QOog",b5b08a4f878927603d70a4d8a39a1c6453763a94,2015-06-22 10:46:09.864,2015-06-22 10:46:09.864,,,
"b7m_OxmaEeWM2iIAC0KUpw","4UKMCxfMEeWmISIAC9QOog",e39e6b248301bbf5521820c7ba4ecf56dd70355a,2015-06-23 11:24:39.477,2015-06-23 11:24:39.477,,,
"9Gh03BrkEeWd3iIAC7VAtA","KgUNHhqDEeWd3iIAC7VAtA",ae89ded684bf65decd7caacb47d0920fa0455d62,2015-06-25 02:50:36.002,2015-06-25 02:50:36.002,,,
"jkio4HspEeWWpw7gge8ZbQ","KgUNHhqDEeWd3iIAC7VAtA",7599f95de00347fe2043668b4ffbe28da042aae8,2015-10-25 15:03:31.567,2015-10-25 15:03:31.567,,,
"HdXq8RtFEeWmISIAC9QOog","KgUNHhqDEeWd3iIAC7VAtA",22d16c3b76bc5b2d79135f6624f573e0c5d7406b,2015-06-25 14:18:57.192,2015-06-25 14:18:57.192,,,
"n-OP2B48EeWYoCIAC5MBcw","KgUNHhqDEeWd3iIAC7VAtA",000d51d9cb30100ce2feabb8221a3432f278e1cc,2015-06-29 08:55:43.404,2015-06-29 08:55:43.404,,,
"QRdBWBseEeWYoCIAC5MBcw","KgUNHhqDEeWd3iIAC7VAtA",a75c06e3c2775a5af17ef832da03e52f81926c2f,2015-06-25 09:40:45.968,2015-06-25 09:40:45.968,,,
"tp_Yh48sEeWb0gowN5_KoQ","U8cF2IrUEeW7vBKNDxH-cw",9dfb18d484c26faec45f44552b2d3c06b5348ba8,2015-11-20 02:16:30.993,2015-11-20 02:16:30.993,,,
"FSsu6Y9dEeWzlhIumVb5Ww","U8cF2IrUEeW7vBKNDxH-cw",e350e52d8ce07a2528d4cd34e85c61b449da31f3,2015-11-20 08:02:45.455,2015-11-20 08:02:45.455,,,
"8oubhot4EeW7vBKNDxH-cw","U8cF2IrUEeW7vBKNDxH-cw",321a4d17f55d004c026bb43cfe6319384603f07d,2015-11-15 09:12:08.624,2015-11-15 09:12:08.624,,,
"7Z1BzIsyEeWJvQrEo78pXQ","U8cF2IrUEeW7vBKNDxH-cw",ab6b622154a8c15a4db8ee2799c088eba4078448,2015-11-15 00:50:55.58,2015-11-15 00:50:55.58,,,
"mUkn7E8EEeWpgBJUo9Z-Uw","GOLLcj0SEeWnMCIAC9gGzQ",6e8bd0af7bb61904091f941c1f3041a3f4a9afe3,2015-08-30 10:48:07.484,2015-08-30 10:48:07.484,,,
"U8NMIT_VEeW2ASIACxeTpg","GOLLcj0SEeWnMCIAC9gGzQ",0c21d325c33bf5c1aab0e3936137cd75a5503743,2015-08-11 03:01:57.056,2015-08-11 03:01:57.056,,,
"v8pTqz3eEeWnMCIAC9gGzQ","GOLLcj0SEeWnMCIAC9gGzQ",7ca5d65001810611b06e396e6512f5057b3de8fe,2015-08-08 15:04:21.441,2015-08-08 15:04:21.441,,,
"o_GF6T1UEeWGtiIAC7XhOg","GOLLcj0SEeWnMCIAC9gGzQ",2963ffe102ed2b9f61f1db5ce3aec49106401b95,2015-08-07 22:35:44.173,2015-08-07 22:35:44.173,,,
"MVTe8D8FEeWeYyIAC1WQXA","GOLLcj0SEeWnMCIAC9gGzQ",2e15aa84154ba4aef4f639f346a101b548fab936,2015-08-10 02:12:03.97,2015-08-10 02:12:03.97,,,
"azq0ZGyeEeWgtQq7brjg6Q","rHf-wWqTEeWpCwrPNVXTlw",0eeff4795a2bf328a5af6fd711badbee09c80a1c,2015-10-07 02:52:16.431,2015-10-07 02:52:16.431,,,
"lLlJLG8iEeWy9BLlActDnw","rHf-wWqTEeWpCwrPNVXTlw",55519c343ed56bf6a265a59f833a868186595192,2015-10-10 07:43:21.941,2015-10-10 07:43:21.941,,,
"SwoLCG2HEeWGywq_F70CwQ","rHf-wWqTEeWpCwrPNVXTlw",05a168dcd99165be56fa59b49e0bf8cf85537889,2015-10-08 06:39:15.163,2015-10-08 06:39:15.163,,,
"LXfaB2uQEeWGywq_F70CwQ","rHf-wWqTEeWpCwrPNVXTlw",a63dcbe752ae6a8a5607b436cabc1557e853abdc,2015-10-05 18:37:48.696,2015-10-05 18:37:48.696,,,
"vpDXZ2AOEeWncxKXIFxpFQ","fEykHV6_EeWj1gq-TlMDjw",1a131ee75d319012d693311e826d5b986e0c2bba,2015-09-21 03:13:34.764,,,,
"GZ9HzGAFEeWukw4fFhIvKw","fEykHV6_EeWj1gq-TlMDjw",4d3a9a04fdc20d059abee801a7f2b2f53c822e4d,2015-09-21 02:04:32.564,,,,
"PGEJmV8hEeWqGw6RaHDb6w","fEykHV6_EeWj1gq-TlMDjw",a0d0a11405ebef6905195bf152f4a2fafa56ce62,2015-09-19 22:53:25.622,,,,
"-eQLE1-MEeWc1Q7arAoKFQ","fEykHV6_EeWj1gq-TlMDjw",a58fa29aa8eeb62dc1eebe8387ca76a24b1ea3d7,2015-09-20 11:44:39.72,,,,
"aSQGKaFnEeWoGg6ulZMPEw","lpXUYpkWEeWuURKvSnbbUQ",57f09e53f5e88187cb5d680d966f2747b67b9bb2,2015-12-13 07:02:02.234,2015-12-13 07:02:02.234,,,
"NpEFG7OZEeWHMgod_NjFNw","lpXUYpkWEeWuURKvSnbbUQ",db883bb700b1bea86b0c7af7c229ff2e8ba5c5d9,2016-01-05 10:43:53.151,2016-01-05 10:43:53.151,,,
"NePf_pyTEeW0dA6KeRPXvQ","lpXUYpkWEeWuURKvSnbbUQ",e1f33e6079518c16bb8fd818dbc3663fa98b218d,2015-12-07 03:32:58.292,2015-12-07 03:32:58.292,,,
"bkKrsZtQEeWw3Q42UmLfBQ","lpXUYpkWEeWuURKvSnbbUQ",d5321ff186279a39f17717d647f29d508dc96cfb,2015-12-05 13:02:25.422,2015-12-05 13:02:25.422,,,
"WxQwnNOxEeWlkRK6P5OGjQ","YBVmIsJSEeWb3QofSqIPlQ",00379b60fde7d478c0ee69c7067933ae75028ae8,2016-02-15 06:57:19.539,2016-02-15 06:57:19.539,,,
"bEQB490mEeWu-hLGc64CMw","YBVmIsJSEeWb3QofSqIPlQ",738ba727b23d9242899883deb1e3582243d6d356,2016-02-27 07:47:59.956,2016-02-27 07:47:59.956,,,
"wqhVX8baEeWwyg7SJZ3bgQ","YBVmIsJSEeWb3QofSqIPlQ",70c20f764415aad0dce4d5b8c5f7a1b1105784e8,2016-01-29 22:50:57.565,2016-01-29 22:50:57.565,,,
"Q8GYKcZnEeWc7QoaaZlQOQ","YBVmIsJSEeWb3QofSqIPlQ",606fe7b4a224c8cda5ac157c5d344e5a5395661d,2016-01-29 09:04:12.536,2016-01-29 09:04:12.536,,,
"R2riWCsWEeWVxyIAC4UJMQ","RLnq_inmEeWx_CIAC0cNng",a15a8906b201083468e08c1a8d072b6585123f46,2015-07-15 17:23:59.213,2015-07-15 17:23:59.213,,,
"PUhW3Sn3EeWIZyIAC0iPQg","RLnq_inmEeWx_CIAC0cNng",2753280c0839945cc21d1828a54e5b2091d0d4ee,2015-07-14 07:09:16.648,2015-07-14 07:09:16.648,,,
"JnjpZDwmEeWidSIAC7TGaQ","RLnq_inmEeWx_CIAC0cNng",b3d32582115848b90b889e6eea534131b5159a9c,2015-08-06 10:30:25.655,2015-08-06 10:30:25.655,,,
"kp3TuyoIEeWOKyIACimMGQ","RLnq_inmEeWx_CIAC0cNng",bf3d039e1d4447c69712f71c7ec31c8bfd9c6f94,2015-07-14 09:13:21.259,2015-07-14 09:13:21.259,,,
"3rdzhjA2EeWX7CIAC0WQ1w","RLnq_inmEeWx_CIAC0cNng",1d9b630d9da7a5618e95a2822693077d0d2a5793,2015-07-22 05:59:52.76,2015-07-22 05:59:52.76,,,
"04x5HiJOEeWd3iIAC7VAtA","wTdauCB5EeWM2iIAC0KUpw",bf3d039e1d4447c69712f71c7ec31c8bfd9c6f94,2015-07-04 13:16:05.667,2015-07-04 13:16:05.667,,,
"kVbCTSekEeWuEiIACxeVug","wTdauCB5EeWM2iIAC0KUpw",10ff5c8baef68bd83389100f37e7280034512491,2015-07-11 08:12:27.117,2015-07-11 08:12:27.117,,,
"BpPwkyC7EeWmISIAC9QOog","wTdauCB5EeWM2iIAC0KUpw",0dfe03ee598892700163b2265da12b3deea6a6e9,2015-07-02 13:05:34.60,2015-07-02 13:05:34.60,,,
"acngLCExEeWHGCIACznL2w","wTdauCB5EeWM2iIAC0KUpw",5e2e365c7fec311e7a2267c9582ec60e4711c7e0,2015-07-03 03:13:01.662,2015-07-03 03:13:01.662,,,
"Fpy5-CFIEeWmISIAC9QOog","wTdauCB5EeWM2iIAC0KUpw",4dee3447aefe4cfd15dd01bf6b93826c13093167,2015-07-03 05:55:20.54,2015-07-03 05:55:20.54,,,
"2O_YwU7mEeWBRg5dvElQww","EL7v0UyIEeWUBw792DK9fQ",c3f2e8d9a893147d5219589ed0304a3c5a535ec5,2015-08-30 07:15:09.371,2015-08-30 07:15:09.371,,2015-08-30 08:16:36.837,1
"xHanwmcWEeW1ShIhri4C5Q","EL7v0UyIEeWUBw792DK9fQ",6f1cc49c8e3366c8d4c2560dd3e8cd24daf09908,2015-09-30 01:58:38.772,2015-09-30 01:58:38.772,,,
"ZFBGxUzMEeWBRg5dvElQww","EL7v0UyIEeWUBw792DK9fQ",67009362dbbec53db749d4082b15872fad47062a,2015-08-27 15:00:44.469,2015-08-27 15:00:44.469,,2015-08-27 15:02:17.702,1
"eGt7qU1qEeWBRg5dvElQww","EL7v0UyIEeWUBw792DK9fQ",bea4018528f72a8d965bb898cee0444bb0d1b06f,2015-08-28 09:52:18.685,2015-08-28 09:52:18.685,,,
"ccQTHE8ZEeWoNAol4TlMSw","EL7v0UyIEeWUBw792DK9fQ",5085f1a2c8cdedb7f1d5f4e7223a685b7365d973,2015-08-30 13:17:20.612,2015-08-30 13:17:20.612,,2015-08-30 13:18:22.081,1
"TNdl0SnxEeWYVCIACyevdw","csz8mifSEeWmXSIAC00EeA",38d54439a8af2766f81a4da3d0d873db3fa34c2f,2015-07-14 06:26:45.771,2015-07-14 06:26:45.771,,,
"WOCfSDIBEeWj5iIACwIAYw","csz8mifSEeWmXSIAC00EeA",0f811ccf9adca1b881b782397ac52ae91f1eb5c5,2015-07-24 12:41:47.214,2015-07-24 12:41:47.214,,,
"b5m3siu4EeWL_SIACnuNyg","csz8mifSEeWmXSIAC00EeA",1eed26b3089311a40b4367023ce0b945bdb7bfdf,2015-07-16 12:44:45.099,2015-07-16 12:44:45.099,,,
"OeW0TEivEeWoNAol4TlMSw","csz8mifSEeWmXSIAC00EeA",a8b14dcd4dc34e592f9f078c2549c7ced05d4a62,2015-08-22 09:21:53.25,2015-08-22 09:21:53.25,,,
"VB0ogzAdEeWhySIAC0EWhw","csz8mifSEeWmXSIAC00EeA",ec79d06c18eeb1acb757c2f571e63fedace3282a,2015-07-22 02:57:02.805,2015-07-22 02:57:02.805,,,
"ym4vah7pEeWmISIAC9QOog","RspgDR5GEeWYoCIAC5MBcw",4c510107c8a74041cc2409357e064f6acca5845b,2015-06-30 05:35:17.71,2015-06-30 05:35:17.71,,2015-06-30 08:38:26.229,1
"rAbxXh-hEeWHGCIACznL2w","RspgDR5GEeWYoCIAC5MBcw",ff01d7c5c8154846e73318cedbaf5c3382ef89e6,2015-07-01 03:31:34.10,2015-07-01 03:31:34.10,,,
"eu_kgh5aEeWYoCIAC5MBcw","RspgDR5GEeWYoCIAC5MBcw",1eed26b3089311a40b4367023ce0b945bdb7bfdf,2015-06-29 12:29:26.31,2015-06-29 12:29:26.31,,2015-06-30 02:43:06.314,1
"Ltgw7yeCEeWo2yIACzUEBg","RspgDR5GEeWYoCIAC5MBcw",bf3d039e1d4447c69712f71c7ec31c8bfd9c6f94,2015-07-11 04:06:18.982,2015-07-11 04:06:18.982,,,
"f4wZAx7AEeWYoCIAC5MBcw","RspgDR5GEeWYoCIAC5MBcw",3528a972e1ac917b3f4305a15ed5e6d8e7478dad,2015-06-30 00:39:42.711,2015-06-30 00:39:42.711,,2015-06-30 02:42:11.421,2
"AKjkJh8ZEeWHGCIACznL2w","RspgDR5GEeWYoCIAC5MBcw",886cf393678490d95231905fbc743a30bb1d3cbe,2015-06-30 11:13:15.038,2015-06-30 11:13:15.038,,,
"ljddBEixEeWoNAol4TlMSw","18PUIye_EeWuEiIACxeVug",a6b8ec1fa0aa078fa9b1342aa87680adc3f73638,2015-08-22 09:38:47.129,2015-08-22 09:38:47.129,,,
"NCa7PTYTEeWNVyIAC0uErA","18PUIye_EeWuEiIACxeVug",efac54368ed2078dfbef29da808957a51d5790bc,2015-07-29 16:59:41.19,2015-07-29 16:59:41.19,,,
"f6-31CfJEeWHPSIAC7MNfg","18PUIye_EeWuEiIACxeVug",ec71f8c1925bfdb32febc24e263d5569e3c4220e,2015-07-11 12:36:48.88,2015-07-11 12:36:48.88,,,
"BmfUcCu5EeWL_SIACnuNyg","18PUIye_EeWuEiIACxeVug",1eed26b3089311a40b4367023ce0b945bdb7bfdf,2015-07-16 12:48:58.108,2015-07-16 12:48:58.108,,,
"rW0yqynxEeWYVCIACyevdw","18PUIye_EeWuEiIACxeVug",38d54439a8af2766f81a4da3d0d873db3fa34c2f,2015-07-14 06:29:27.814,2015-07-14 06:29:27.814,,,
"e4tLBwCsEeavUQqXcskp8Q","xgzjGPYuEeWTJgqbWXCwuQ",038b32523699d96db6c64c67cd5a62e899a276bc,2016-04-12 12:45:48.848,2016-04-12 12:45:48.848,,,
"O7up8AFOEeae0QpYWFNxmQ","xgzjGPYuEeWTJgqbWXCwuQ",d67a32bde13cadf5d36c863594720a70aa322560,2016-04-13 08:03:40.261,2016-04-13 08:03:40.261,,,
"D-ve8fs2EeWZDQ5TnbLmpw","xgzjGPYuEeWTJgqbWXCwuQ",451b40b204590c4c152fb7df955853ec049face2,2016-04-05 13:55:31.859,2016-04-05 13:55:31.859,,,
"lLgy0euHEeWWORKcDoY1lQ","Qw4oQ73wEeWOSBLWq6vR9Q",aa888aaec775570853ff72409b4e7fb165e53cb7,2016-03-16 14:58:45.288,2016-03-16 14:58:45.288,,,
"fC4u28XXEeWc7QoaaZlQOQ","Qw4oQ73wEeWOSBLWq6vR9Q",606fe7b4a224c8cda5ac157c5d344e5a5395661d,2016-01-28 15:54:59.671,2016-01-28 15:54:59.671,,,
"B4M5AMikEeWs-BKzmUStyw","Qw4oQ73wEeWOSBLWq6vR9Q",70c20f764415aad0dce4d5b8c5f7a1b1105784e8,2016-02-01 05:24:13.09,2016-02-01 05:24:13.09,,,
"GI5Fk8JPEeWjNw6BzriyBQ","Qw4oQ73wEeWOSBLWq6vR9Q",fd5896c6b892c2f231f4277ee3b4cc47f1fd456f,2016-01-24 04:01:07.485,2016-01-24 04:01:07.485,,,
"LoicLR76EeWYoCIAC5MBcw","2GUbRB1NEeWd3iIAC7VAtA",4c510107c8a74041cc2409357e064f6acca5845b,2015-06-30 07:32:37.603,2015-07-03 05:34:20.466,,,
"qD5SwScDEeWHPSIAC7MNfg","2GUbRB1NEeWd3iIAC7VAtA",5f3ae4262271e93011260667e2b3def476349ca6,2015-07-10 13:00:36.571,,,,
"A8lr-yFFEeWYoCIAC5MBcw","2GUbRB1NEeWd3iIAC7VAtA",298b372b427ff3cd05761040c023aa225af9cbc1,2015-07-03 05:33:20.466,2015-07-03 05:34:20.466,,,
"znTl-x4sEeWYoCIAC5MBcw","2GUbRB1NEeWd3iIAC7VAtA",38d54439a8af2766f81a4da3d0d873db3fa34c2f,2015-06-29 07:02:29.583,2015-07-03 05:34:20.466,,,
"QUwFPh71EeWM2iIAC0KUpw","2GUbRB1NEeWd3iIAC7VAtA",50079a48ef9148dc324dfe7cfb4f5810d4c4c9db,2015-06-30 06:57:21.599,2015-07-03 05:34:20.466,,,
"L5VXCiEpEeWM2iIAC0KUpw","2GUbRB1NEeWd3iIAC7VAtA",2a3eebe990e56539dcb0940605c9b8366bc59234,2015-07-03 02:14:08.036,2015-07-03 05:34:20.466,,,
"KMPefRpXEeWYoCIAC5MBcw","A7igoBlEEeWYoCIAC5MBcw",6e7df10fefe3579832ddf2e2a5d0f01a5df7d983,2015-06-24 09:55:35.307,2015-06-25 21:51:59.605,,,
"zfwT1CejEeWHPSIAC7MNfg","A7igoBlEEeWYoCIAC5MBcw",e88b5b3f1ca07de54ec88f95d3f9cf514e6f39de,2015-07-11 08:06:59.367,,,,
"B5R2OBn1EeWd3iIAC7VAtA","A7igoBlEEeWYoCIAC5MBcw",970c4f2f298a9f0869de68d926ebc8cc62bb87cd,2015-06-23 22:13:08.952,2015-06-25 21:51:59.605,,,
"jcB_3RuYEeWHGCIACznL2w","A7igoBlEEeWYoCIAC5MBcw",e892fd006179b19171ff716d698a96fb0d9f4680,2015-06-26 00:16:13.185,,,,
"5FbHAh4FEeWM2iIAC0KUpw","A7igoBlEEeWYoCIAC5MBcw",8cf658ee77f173cf3aa7a4cb31b437b6e8310a4b,2015-06-29 02:23:55.923,,,,
"kKFcIBo5EeWA7CIAC5WDNQ","A7igoBlEEeWYoCIAC5MBcw",f9b0c53e3c13acb8acaf64fe8a30e056f196d974,2015-06-24 06:23:44.662,2015-06-25 21:51:59.605,,,
"JAGXVB9AEeWmISIAC9QOog","A7igoBlEEeWYoCIAC5MBcw",c87626e829f9368c1f3c19e4075e00ca2bc8c32a,2015-06-30 15:53:24.712,,,,
"DDxVIhrIEeWHGCIACznL2w","A7igoBlEEeWYoCIAC5MBcw",c25a4b1153924db67539a0492dfa22b5076c73b1,2015-06-24 23:23:40.573,2015-06-25 21:51:59.605,,,
"RA20cRuEEeWM2iIAC0KUpw","A7igoBlEEeWYoCIAC5MBcw",257a32fbe53376cabe05d8d09f9d53ee6880d97a,2015-06-25 21:50:59.605,2015-06-25 21:51:59.605,,,
"yvLNkdcLEeW01g7o8S6alw","Izv-edZQEeW9ug73QL_FVQ",13a4f1571f5e9a47788722c59eeefc64c87ad416,2016-02-19 13:22:15.419,2016-02-19 13:22:15.419,,,
"q1OJmOmxEeWFuw7QEATDpw","Izv-edZQEeW9ug73QL_FVQ",cc832dad821865cdcb46ea796e2ed789ddd92ab9,2016-03-14 06:54:59.753,2016-03-14 06:54:59.753,,,
"7zoDwe6hEeWFuw7QEATDpw","Izv-edZQEeW9ug73QL_FVQ",aa888aaec775570853ff72409b4e7fb165e53cb7,2016-03-20 13:44:57.537,2016-03-20 13:44:57.537,,,
"J3auPtflEeW-EQ6jzRFIow","Izv-edZQEeW9ug73QL_FVQ",447008830d9d78897ac4b9c35b7f255f50a2ef8b,2016-02-20 15:18:11.424,2016-02-20 15:18:11.424,,,
"DiByrGyhEeWpCwrPNVXTlw","TWpbA2vgEeWb4g4qCdqdUQ",a0dcc94b7fc50250a5b33e04b80a325578bc05c9,2015-10-07 03:11:08.721,2015-10-07 14:32:24.277,,,
"FhgKaG0AEeWtPhJmZh_6JQ","TWpbA2vgEeWb4g4qCdqdUQ",4edd3c446794072408107a2287977e49bbf1b222,2015-10-07 14:31:24.277,2015-10-07 14:32:24.277,,,
"0IoKWmyhEeWdPxJ-h_8T7w","TWpbA2vgEeWb4g4qCdqdUQ",ac0c2b3d32d5c92c426e9ea7177945d0aea3ea2e,2015-10-07 03:16:34.891,2015-10-07 14:32:24.277,,,
"tZFTcWzsEeWWpw7gge8ZbQ","TWpbA2vgEeWb4g4qCdqdUQ",0eeff4795a2bf328a5af6fd711badbee09c80a1c,2015-10-07 12:12:41.895,2015-10-07 14:32:24.277,,,
"r-VGyGyaEeWgtQq7brjg6Q","TWpbA2vgEeWb4g4qCdqdUQ",bdcb381805bb27a8b00a8404fec37b57c09e98ea,2015-10-07 02:25:33.647,2015-10-07 14:32:24.277,,,
"OIBmFioFEeWNCiIACzABLQ","T65XyBhkEeWHGCIACznL2w",7c633ccd7e082e495812fd171025ea382a692430,2015-07-14 08:49:21.581,2015-07-14 08:49:21.581,,,
"JPXtmRx7EeWA7CIAC5WDNQ","T65XyBhkEeWHGCIACznL2w",d06cee0d681589aeafb6b8682fefa38a5d5c177b,2015-06-27 03:18:13.132,2015-06-27 03:18:13.132,,,
"YGD0wRpUEeWHGCIACznL2w","T65XyBhkEeWHGCIACznL2w",6e7df10fefe3579832ddf2e2a5d0f01a5df7d983,2015-06-24 09:35:40.121,2015-06-24 09:35:40.121,,,
"2LQ8-xllEeWYoCIAC5MBcw","T65XyBhkEeWHGCIACznL2w",e5c8728637378caa8a376dbd5c9a6b4a64f1e1e4,2015-06-23 05:08:12.275,2015-06-23 05:08:12.275,,,
"-BnV7BtZEeWM2iIAC0KUpw","T65XyBhkEeWHGCIACznL2w",d3e0b4e68f79e3bb5a552316588d9ed10ce87c6d,2015-06-25 16:48:13.315,2015-06-25 16:48:13.315,,,
"1QAAUh5CEeWHGCIACznL2w","T65XyBhkEeWHGCIACznL2w",932879daee707d2968daef8c02297c349eeb65d3,2015-06-29 09:40:09.489,2015-06-29 09:40:09.489,,,
"40QndF2wEeW-tBLRsFjxBw","vnZH_lrTEeWDDBJlI9r_qw",bbb652269912faa5761b4b3222a37fc98e69895b,2015-09-18 02:56:41.319,,,,
"2Bp1MFyAEeWuDRIErpnNRQ","vnZH_lrTEeWDDBJlI9r_qw",6e8bd0af7bb61904091f941c1f3041a3f4a9afe3,2015-09-16 14:40:15.585,,,,
"QFMn6x0NEeWHGCIACznL2w","ouy-bBm0EeWHGCIACznL2w",8c7fa18587414b6e844a3d0821dcc3f256dfb821,2015-06-27 20:44:05.564,2015-06-27 20:44:05.564,,,
"vnk0WhpTEeWHGCIACznL2w","ouy-bBm0EeWHGCIACznL2w",6e7df10fefe3579832ddf2e2a5d0f01a5df7d983,2015-06-24 09:31:08.489,2015-06-24 09:31:08.489,,,
"Ube09CU7EeW_ESIAC7Psdg","ouy-bBm0EeWHGCIACznL2w",a8b14dcd4dc34e592f9f078c2549c7ced05d4a62,2015-07-08 06:34:00.896,2015-07-08 06:34:00.896,,,
"KTMRaB5EEeWYoCIAC5MBcw","ouy-bBm0EeWHGCIACznL2w",ccf9314d31199d4345f21a2929ef5cdcdb44c191,2015-06-29 09:49:40.249,2015-06-29 09:49:40.249,,2015-06-29 11:06:02.718,1
"S0Yd7xxsEeWYoCIAC5MBcw","ouy-bBm0EeWHGCIACznL2w",d06cee0d681589aeafb6b8682fefa38a5d5c177b,2015-06-27 01:31:54.96,2015-06-27 01:31:54.96,,2015-06-27 01:37:18.733,1
"lWpHrhtNEeWmISIAC9QOog","ouy-bBm0EeWHGCIACznL2w",d3e0b4e68f79e3bb5a552316588d9ed10ce87c6d,2015-06-25 15:19:33.787,2015-06-25 15:19:33.787,,2015-06-25 16:39:30.215,2
